"1519","Prakash Blood Bank & Blood Component Seperation Unit","0","0","Prakash Shikshan Mandal&#39;s Prakash Hospital & Research Centre; Islampur Sangli Road; Uran - Islampur; Tal -Walwa; Dist- Sangli (Ms) ","02342 661212, 02342 661224"
"1520","Padmabhushan Vasantdada Patil Government Hospital Blood Bank","16.852571","74.574678","Padmabhushan Vasantdada Patil Government Hospital ; Blood Bank; Dr. Ambedkar Road; Sangli .                                          ","09011654102, 09890935611"
"1521","Rajaram Bapu Blood Bank","17.048399","74.251122","Islampur C.S. No. 99/1; Near Islampur Spiral CT-Scan; Peth-Sangli Road ","8275391940"
"1522","Vasantdada Patil Blood Bank and Haematology Research Centre","16.82132","74.649492","AIP - Miraj; Mirasaheb Shopping Complex;  Opposite to City Police Station; Miraj; Sangli","9422614033"
"1523","Miraj Medical Centre - Wanless Hospital Blood Bank","16.832135","74.645472","Wanless Hospital Blood Bank; Medical Centre; Miraj","9604542311"
"1524","Jeevan Rekha Charitable Trust Blood Bank","17.049271","75.204853","H. No. 329/E; Ward No. 5; 1st Floor; Umrani Road; A/p-jath; Sangli ","9822112722"
"1525","Smt. Anila Kantilal Kothari Blood Bank & Department of Hemato Oncology","16.833879","74.635364","Dr. D. K. Gosavi Memorial; Shri Siddhivinayak Ganapati Cancer Hospital; Sangli - Miraj Road; Miraj","989022105"
"1526","Bharati Vidyapeeth University Medical college And Hospital Blood Bank","16.841716","74.617969","A/p Wanlesswadi; Miraj  ",""
"1527","Hindratna Prakashbapu Patil Blood Bank","16.8537","74.580099","2nd Floor; Siddhivinayak Commercial Complex Guest House; Miraj Road; Near Tata Petrol Pump; Sangli ","07038915977, 09225821258"
"1528","Miraj Serological Institute Blood Bank","16.828931","74.639399","S. No.795/A1; Dr. Bhalchandra Patil Hospital;  Zaribag Budhgaonkar Mala; Near Gulabrao Patil Medical College; Miraj  ","9420041490"
"1529","Akshay Blood Bank","16.838026","74.651827","Plot No. 1/7; Near Anand Nursing Home; 2nd Floor; Miraj Sangli Road;  Sangli","09403723536, 09890244339"
"1530","Indian Red Cross Society Blood Bank - Shirgaonkar Blood Bank","16.853702","74.575077","Opposite to Civil Hospital; Plot No. 49; City Survey No.601/7; Sangli","9422662066"
"1531","Shree Basaveshwar Manav Vikas Gramin Sevabhavi Sanstha Blood Bank","16.842421","74.619929","Arihant Galaxy; 1st Floor; C.S. NO- 1599; Opposite to Civil Hospital; Garpir Road; Sangli ","09225812369, 09604520087, 07798539069"
"1532","Azad Panchi Group Charitable Trust Blood Bank","16.844539","74.572891","Near Civil Hospital; Ganesh Nagar; 1st Lane; S. No. 1682; Sangli ","9423337545"
"1533","S. S. Venutai Y. Chavan Sub-District Hospital Blood Bank Karad","17.288048","74.186177","Plot No. 290/91; Budhwar Peth Station Road; Karad; Satara","993696968"
"1534","Civil Surgeon - Sarva Samanya Hospital Blood Bank","17.691305","74.009424","Bazar Road; Satara","09822115414, 09822637176"
"1535","Phaltan Medical Foundation Blood Bank","17.992317","74.42537","C.T.S. No. 5604/6; Near Dnyaneshwar Mandir; Behind State Bank of India; Laxminagar; 1st Floor Phaltan; Satara","09922642909, 09422400507"
"1536","Krishna Hospital and Medical Research Centre Blood Bank Karad","17.285065","74.185701","Poona Bangalore (NH 4) Highway; Near Debhewadi Road; Karad; Satara","9420463203"
"1537","Instutute of Medical Science and Research Blood Bank and Blood Component Seperation Unit","17.431214","74.549364","Shree Chatrapati Shivaji Education Societys; Instutute of Medical Science and Research Blood Bank and Blood Component Seperation Unit;  Vita Road; Vidyagiri; Mayani; Satatra","9422463201"
"1538","M/s. K. N. Gujar Blood Bank","17.278263","74.183727","M/s K.N. Gujar Blood Bank; F. P. No. 21; 203/A/6; 1st Floor; K.N. Gujar Hospital; Shanivar Peth; Near S.T. Bus Stand; Karad; Satara","9763999704"
"1539","M/s. Balaji Blood Bank","17.695093","74.010716","M/s. MA. NA. Shri R.R. (AABA) Patil Shikshan Sheti Sanshodhan Aani Vikas Sansthas  Balaji Blood Bank; C.S.No - 467/8 A 1b/45; Jaldhara Building 2nd Floor; Sadar Bazar; Satara - 415002 ","9860022646"
"1540","Akshay Blood Bank","17.672028","74.021087","Akshay Medical Trust; Akshay Blood Bank; 506/22; Sadar Bazar; Near State Bank; Opposite to Nirmal Hotel; Satara","9823165603 / 8484987322"
"1541","Mauli Blood Bank Satara","17.686084","74.007955","529/b;  Parasnis Colony; Near Hotel Monark; Powai Naka Sadar Bazar; Satara ","9975639723"
"1542","Yashwantrao Chavan Blood Bank","17.275751","74.18181","Phase 5; Super Market; 1st Floor Hall No. 2/1 Final Plot No. 432;433; Shaniwar Peth; Karad  ","7028492699"
"1543","Civil Surgeon - General Hospital Blood Bank","16.12019","73.689563","Sindhudurg Oros; At Post - Oros; Kudal; Sindhudurga (Oros)","09422416949, 08007273138"
"1544","Cottage Hospital Blood Bank, Sawantwadi","15.902781","73.823544","Sub -District Cottage Hospital; Blood Bank; Sawantwadi;  C-Sindhudurg","9822308943"
"1545","Dean Chatrapati Shivaji Maharaj Sarvopchar Hospital Blood Bank","17.659024","75.912826","B-Block Ground Floor; Shri. Chatrapati Shivaji Maharaj Sarvopchar Hospital; Solapur; Maharashtra","09325593399, 09423068610"
"1546","Shri Markendya Charitable and Medical Trust Irrapanna N Boli Blood Bank","17.659918","75.906391","Ashok Chowk; 896/97; Bhavnarishi Peth (Bolli Mangal Karayalaya 1 floor; Solapur","9970916878"
"1547","Dr. Hegdewar Rakta Pedhi Sanstha, Solapur","17.66391","75.900793","1st Floor; Sahyadri Shopping Centre Railway Lines; Solapur","9423227552"
"1548","Solapur Blood Bank","17.65992","75.906391","136; Railway Line; Near Railway Station; Near Atthar Hospital; Anjani Chembers;  Solapur","9850988313"
"1549","IMA - Sahakar Maharshi Shankarrao Mohite Patil Blood Bank","17.660169","75.906401","804; Old Pandharpur Road; Ganeshnagar Akluj; Solapur","09822327990, 09822188267"
"1550","Akshay Blood Bank","17.669558","75.915101","Survey No. 2212; First Floor; Laxmi Narayan Apartment; South Sadar Bazar; Solapur ","9890244339"
"1551","M. M. Patel Public Charitable Trust - Ashwini Rural Medical College and Hospital Blood Bank","17.644778","75.986234","Kumbhari; Gat No. 261 and 262 ; Akkalkot Road; Kumbhari;  Tal.South Solapur. Dist. Solapur ","09765190239  8605763879"
"1552","Athar Minorities Social and Welfare Associations - Athar Blood Bank","17.676725","75.910238","1st Floor; 410 Shukrawar Peth; Jamiya Complex; Near Jama Masjid; Solapur","985000397"
"1553","Indian Red Cross Soceity - Shriman Rambhai Shah Blood Bank","17.661126","0","Jawaharlal Hospital Compound; Shivaji Road; Barsi; Somwarpeth; Solapur","9011095652"
"1554","Indian Red Cross Society - Smt. Gopabai Damani Blood Bank","17.660077","75.906391","165 Railway Line; Red Cross Road; Dufferin Chowk; Solapur ","9850087068"
"1555","Indian Red Cross Society - Sarjubai Bansila Bajaj Blood Bank","17.562936","75.265589","62/2/3/4; Bhakti Marg; Pandharpur; Solapur","9822259951"
"1556","SIDDHESHWAR BLOOD BANK","17.672075","75.904841","Kalyani Towers; 126 Siddheshwar Peth; Near Yashwantrao Hospital Behind civil court; Solapur ","9850220047"
"1557","M/s Shrikamal Shikshan Prasarak Krida - Kala & Krushivikas Bahu Uddeshiya Samajsevi Mandals Sanjeevani Blood Bank","0","0","Solapur",""
"1558","Gor Banjara RSS Jankalyan Samiti - Seva Blood Bank","0","0","Basement Puspadev Appartment; Near Sarvesh Hall Opposite to Manav Kalyan Kendra Dombivli ","9270767973"
"1559","Dr. D.Y. Patil Hospital & Research Centre, Blood Bank","0","0","Nerul; Thane",""
"1560","Tarapur Atomic Power Station Hospital Blood Bank","19.813093","72.743519","TAPS Hospital Blood Bank; TAPS 1&2 (Anushri) Township Near Boisar; Palghar ","9423982779"
"1561","Vitthal Sayanna General Hospital (Civil Hospital) Blood Bank","19.199056","72.978096","Civil Hospital; 1st Floor; Tembhi Naka; Thane (W)-400601 ","09987034616, 09987896601, 09773694595     "
"1562","Central Hospital Blood Bank","19.229578","73.165135","Ulhasnagar; Central Hospital; Nehru Chowk Road; Ulhasnagar","9892026643"
"1563","JVP Blood Bank and Transfusion Centre Blood Bank","19.072305","73.000676","201; 213 Arenja Arcade Plot No. 4 Sec-17; Next to Apana Bazar; Vashi; Navi Mumbai","9820353954"
"1564","Sankalp Blood Bank","19.241131","73.146766","Riddhi Siddhi; Opposite to ICICI Bank; Near Ramchandra Hall; Murbad Road Kalyan (W)","9323870367"
"1565","Jupiter Hospital Blood Bank","19.209617","72.972405","Jupiter Hospital; Eastern Express Highway; Service Road; Near Voltas;  Naupada; Thane (W)  ","9619894785"
"1566","Plasma Diagnostic Lab and Blood Bank","19.215794","73.096159","Meghdoot; Building; Gopal Nagar; Hotel Janaki; Opposite to Manjunath School; Dombivali( E)","9820327325"
"1567","Vaidhya Blood Bank","19.187896","72.96724","1st Floor. Satyam Apartment; M.G. Road; Jeevan Jyot Hospital; Near Naupada Police Station; Thane (W)","9892523533"
"1568","Mahatma Gandhi Mission Medical College and Hospital Blood Bank","19.003199","73.118362","Plot No. 1 and 2; Sector-18; Kamothe; Navi Mumbai","9819131787"
"1569","Navjeevan Blood Bank","19.187729","72.967926","Gokhale Road; Naupada; Near Dr.Mhaskar&#39;s Hospital; Thane (W)","9820040536"
"1570","Sarla Blood Bank","19.255677","72.865577","Ravi Hospital; 1st Floor; 50 Anand Nagar; Navghar Vasai (W)","9960174472"
"1571","Tssia Blood Bank","19.194769","72.952884","Tssia House; Road No.P 26/T;Rd-16; Wagle Estate; Thane (W) ","9223300850"
"1572","Katiya Charitable Trusts Bhiwandi Blood Bank","19.290856","0","271; Second Floor; Al-Hera Complex; Teen Batti Bhiwandi; Thane","9823271858"
"1573","Kai Wamanrao Oak Blood Bank","19.186459","72.975467","Ghantali Mandir Road; Vishnu Nagar; Naupada; Thane","9370404438"
"1574","Blood Line Blood Bank","19.200762","72.97498","Swargiya Dharmvir Anand Dighe Sankool; Tika No-10; Near Vikas Palm; Dr. Ambedkar Road; Thane (W) ","9867997507"
"1575","Kalyan Dombivali Municipal Corporation Sponsored Nandakishore Education Society Arpan Blood Bank","19.244366","73.122511","2nd Floor; Bai Rukhminibal Hospital; Kalyan (W) ",""
"1576","Smt. Devkaabai Kalyanji Chheda Amrutvahini Blood Bank","19.208377","72.847668","Ashirwad Apartment; 2nd Floor;  Dshsnu (E); Thane ",""
"1577","Sanjeevan Blood Bank ","19.156842","72.997815","1st Floor; Indravati Hospital; Sector-3; Airoli; Navi Mumbai ",""
"1578","Vijayee Blood Bank","19.358711","72.811841","Andrandes Bhavan 1st Floor; Plot No. 2; Sr. No 277-A; Behind Papdi Telephone Exchange; Near Sai Services;  Vasai (W) ","9881091218"
"1579","Mira Bhayandar Municipal Corporation Rajeev Gandhi Blood Bank","19.274233","72.861175","C.S No.30/32 Poonam Sagar Complex; Near Allahabad Bank Mira Road (E); Thane",""
"1580","Maharashtra Blood Bank, Component and Apheresis Centre","19.692902","72.772639","C- Wing; 107/207; Kuldeep Arcade; Near Navli Railway Phatak; Station Road; Palghar (W); Thane ","9823133779"
"1581","Chidanand Charitable Trust Dombivali Blood Bank","19.212614","73.088869","Siddhi Hospital; Bajiprabhu Chowk; Dombivali (East) ","9833156009"
"1582","Seva Blood Bank","19.215715","73.091599","Pushpadev Apartment; Basement; Opposite to Manav Kalyan Kendra; Near Sarvesh Hall; Dombivali ",""
"1583","Chhatrapati Shivaji Maharaj Hospital Blood Bank","19.1922569","72.986723","Thane Belapur Road; Kalwa; Thane","9757223723"
"1584","Navi Mumbai Municipal Corporation Blood Bank","19.082788","72.996027","General Hospital Vashi; Near Saint Mary Church; Sector-10; Vashi; Navi Mumbai","09324292615, 09920644868"
"1585","Lokmanya TSSIA Blood Bank Thane","19.191526","72.95169","Tssia House; Road No. P 26/T; Road-16; Next to Thane Janata Sahakari Bank; Behind the Petrol Pump; Wagle Estate; Thane (W)","9225630689"
"1586","M/s. Sadgurus Charitable Blood Bank","0","0","Thane",""
"1587","M/s. Triumph Foundations Triumph Blood Bank","0","0","Thane",""
"1588","Terna Blood Bank ","0","0","Thane",""
"1589","District - Civil Surgeon, General Hospital Blood Bank Wardha","20.737833","78.603162","New Building; OPD 1st Floor General Hospital; Dr. Ambedkar Road; Near Jilha Parisad; Wardha","09422904284, 09423104417"
"1590","Kasturba Health Society Blood Bank","20.739287","78.660927","Sevagram; Department of Pathology; MGIMS and Kasturba Hospital;  Sevagram; Wardha","9423120939"
"1591","Jawaharlal Nehru Medical College Blood Bank","20.715824","78.575564","Savangi (Meghe); Paloti Road; Wardha","9823749905"
"1592","Civil Surgeon, General Hospital Blood Bank Washim","20.12259","77.127893","General Hospital Blood Bank; Near Akola Naka;  Washim ","9823301245"
"1593","Sau Kantadevi Dale Blood Bank","20.105396","77.143122","Maa Ganga Memorial Baheti Hospital; Akola Naka; Washim ","09822217946, 09881934811"
"1594","Shri Vasantrao Naik Blood Bank ","20.39524","78.118668","Government Medical College and Hospital; Yavatmal","9422166126"
"1595","Laxmi Blood Bank","19.906603","77.567708","Chiddarwar Hospital; Motinagar; Pusad; Yavatmal","9422166035"
"1596","Satyashanti Blood Bank","19.910776","77.569957","2nd Floor; Satyashanti Hospital; Opposite to Bus Stand; Pusad","9422165895"
"1597","Aishwarya Blood Bank","20.389322","78.118544","Survey No.3/2; Godhani Road; Gurunanak Nagar; Near Amolakshand College; Mouza; Umarsara; Yavatmal","9860508090"
"1598","Shri Gajanan Blood Bank And Components","20.418283","78.12953","Property No: 71; Road No.9; 2nd Floor; Bajaj Satkar Bhavan; Yavatmal (m.s) ","9823053679"
"1599","Ekneel Blood Bank","20.389322","78.118544","Near City Centre; Datta Chowk","7588775111"
"1600","District Hospital Blood Bank ","24.343447","93.692909","Churachandpur District Hospital; IB Road; Hiangtam Lamka",""
"1601","JNIMS Hospital Blood Bank and Transfusion Unit ","24.811173","93.961697","JNIMS Hospital;  Ryang Palli Road; Near TV Road Porompat; Imphal East","9862983562"
"1602","Model Blood Bank - Department of IHBT","24.815898","93.922827","RIIMS; Lamphalphelpat; Lamphel Road; Imphal","09436027164, 09862205748"
"1603","Shija Blood Bank and Transfusion Services   ","24.835805","93.914217","Shija Hospital and Research Institute; Meitei Langol; Lamphelpat; Imphal","9436807409"
"1604","District Hospital Blood Bank and Transfusion Unit","24.624975","94.013034","District Hospital; Khangbok; Maning Leikai; Manipur","08259880365, 07308321974, 09856373472"
"1605","Military Hospital Blood Bank","25.571624","91.873071","Military Hospital; Rilbong; Shillong",""
"1606","Nazareth Hospital Blood Bank ","25.571321","91.897913","Nazareth Hospital; Laitumkhrah; Shillong ",""
"1607"," Regional Blood Bank, East Khasi Hills - Pasteur Institute","25.583606","91.884132","Pasteur Institute; Pasteur Hill; Lawmali","9863024427"
"1608","North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences Blood Bank","25.591485","91.940381","North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences ; Mawdiangdiang; Shillong","9856089295"
"1609","Dr. H. Gordon Roberts Hospital Blood Bank","25.584829","91.875283","Jaiaw; Shillong                               ","9774461158"
"1610","Tura Civil Hospital Blood Bank","25.514811","90.203482","Tura Civil Hospital; Dermile; Near Dermile Fuel Station ","9436104282"
"1611","Jowai Civil Hospital Blood Bank   ","25.438521","92.199331","Jowai Civil Hospital; Durlong Opp. Lower Primary School Panaliar; Panaliar Towai","9436337637"
"1612","Civil Hospital Blood Bank Aizawl","23.732287","92.716561","Block -B ; Civil Hospital; Near Millenium Centre;Aizawl ","9436140882"
"1613","Synod Hospital Blood Bank Durtlang","23.772714","92.731326","Blood Bank; Synod Hospital; Durtlang","9863374335"
"1614","District Hospital Blood Bank Champhai","23.48105","93.3097","District Hospital; Champhai Vengsang Champhai Near BSNL office Champhai","9862478410"
"1615","District Hospital Blood Bank Kolasib","24.231419","92.676799","Blood Bank; District Hospital; Kolasib Venglai; Kolasib; Hospital Road","9436155353"
"1616","District Hospital Blood Bank Lawngtlai","22.536684","92.888179","District Hospital; Electric veng; Near CMO office; Lawngtlai","9612194846"
"1617","Civil Hospital Blood Bank","22.886385","92.744135","Civil Hospital; Chanmari-2 Lunglei","09089236520, 09436144383"
"1618","Christian Hospital Blood Bank Serkawn","22.90691","92.758415","Christian Hospital; Serkawn","8415843580"
"1619","District Hospital Blood Bank Mamit","23.909365","92.494861","Blood Bank; District Hospital;Lungsir; Mamit","9862635066"
"1620","Civil Hospital Blood Bank Saiha","22.488391","92.982668","District Hospital; New Saiha West; Saiha","09436588767, 08730832800"
"1621","J N Hospital Blood Bank,Serchhip","23.307946","92.856366","Blood Bank; District Hospital; Serchhip","9862300952"
"1622","District Hospital Blood Bank","25.905078","93.731607","District Hospital Colony; Dimapur","9436009493"
"1623","Military Hospital Blood Bank","0","0","Army Supply Road; Signal Bosti; Dimapur","8132805695"
"1624","Christian Institute of Health Sciences and Research Blood Bank","25.865482","93.771446","Christian Institute of Health Sciences & Research;  4th Mile; P.B. 31; P.O. ARTC; Dimapur","9862583187"
"1625","Naga Hospital Authority Blood Bank","25.669384","94.095902","Naga Hospital; NH 39; AH1; Kohima","9436000422"
"1626","General Hospital Blood Bank","25.596486","94.12323","General Hospital; Kohima","9436292954"
"1627","Dr. Imkongliba Memorial District Hospital Blood Bank","26.318678","94.52071","Dr. Imkongliba memorial District Hospital; Majakong Ward; Mokukchung","9436006242"
"1628","District Hospital Blood Bank","26.716467","95.02633","Mon Civil Hospital; Tuensang-Mon Naginimora Road Blood Bank","9436441059"
"1629","District Hospital Blood Bank","25.710067","94.464482","District Hospital; Bethany 1 Colony; Phek town","9436013317"
"1630","District Hospital Blood Bank","26.253444","94.817879","Civil Hospital; Tuensang-Mon-Naginimora Road; Nagaland Blood Bank","9436007242"
"1631","District Hospital Blood Bank","26.079008","94.259206","Wokha Civil Hospital; Wokha; Near NH 61","9436240964"
"1632","District Hospital Blood Bank","26.002962","94.523584","District Hospital; South Point East; Near Sheipu; Zunhebeto Blood Bank","9436824331"
"1633","Odisha Red Cross Blood Bank, Angul","20.9211366","84.8567932","District Head Quarter Hospital; Angul ","9439195229"
"1634","Odisha Red Cross Blood Bank, SDH, Athamallik","21.20617844","84.93461609","Sub Divisional Hospital Athamallik; Badadamdasahi; Athamallik","9777575292"
"1635","Nalco Hospital Blood Bank","20.850763","85.152407","National Aluminium Company Ltd; Nalco Nagra; Angul",""
"1636","Sub Divisional Hospital Talcher","20.946461","85.240965","Sub-Divisional Hospital; Talcher; Angul","9439408511"
"1637","Neheru Satabdi (N.S) Central Hospital Blood Bank","20.931088","85.173211","Neheru Shatabdi Hospital; MCL; AT/PO - Dera; Talcher","09437290530, 09437485341"
"1638","Odisha Red Cross Blood Bank, Balangir","20.707443","83.494856","District Head Quarters Hospital Campus; Balangir ","9861161030"
"1639","Biju Padhnaik Red Cross Blood Bank, CHC Kantabanji","20.468944","82.914898","Road No: 1; CHC Kantabanji ; Balangir; Odisha","9437588037"
"1640","Odisha Red Cross Blood Bank, Patnagarh","20.708494","83.129548","Sub Divisional Hospital Blood Bank Patnagarh ; At/Po/Ps- Patnagarh","9437240734"
"1641","Odisha Red Cross Blood Bank, SDH, Titlagarh                    ","20.2894944","83.1516406","Sub-Divisional Hospital;Titlagarh; At/Po/Ps- Titlagarh;  Balangir","9438337291"
"1642","Odisha Red Cross Blood Bank, Balasore","21.493347","86.935961","District Head Quarters Hospital; Baleshwar","9437435843"
"1643","Jyoti Hospital Blood Bank","21.471497","86.891335","Kuruda; Balasore","09437049391, 09437075868"
"1644","Odisha Red Cross Blood Bank, Nilagiri","21.463441","86.775551","Sud Divisional Hospital;  Nilagiri; At/Po/Ps-Nilagiri","9437435843"
"1645","Odisha Red Cross Blood Bank, Baragarh","21.335042","83.616202","Distict Head Quarter Hospital; Bargarh",""
"1646","Catholic Mission Hospital Blood Bank, Bargarh","21.331385","83.608727","Bargarh-Bheden Rd; Tora; Ruhunia","N/A"
"1647","Odisha Red Cross Blood Bank, SDH, Padampur","20.999564","83.060982","At-Padampur; Po-Rajborasambar;","9437344762"
"1648","Odisha Red Cross Blood Bank, Bhadrak ","21.065246","86.502463","District Head Quarter Hospital; Bhadrak","9437278278"
"1649","Odisha Red Cross Blood Bank, Boudh ","20.840309","84.321603","District Head Quarters Hospital; NH 224; Boudh","09437495995, 0943749595"
"1650","Central Red Cross Blood Bank, Cuttack","20.474804","85.888633","Mangalabag; Medical Road; Cuttack","8763054547"
"1651","Shrirama Chandra Bhanj (SCB) Medical College Blood Bank","20.473658","85.892097","Dock Road; Manglabag",""
"1652","Odisha Red Cross Blood Bank, Deogarh","21.534301","84.729719","District Head Quarters Hospital; Deogarh ","08895039405, 0943749595"
"1653","Odisha Red Cross Blood Bank, Dhenkanal","20.663314","85.597065","District Head Quarters Hospital","9439123301"
"1654","Odisha Red Cross Blood, Paralakhemundi","18.771476","84.096865","District Hospital; Paralakhemundi;Gajapati",""
"1655","Maharaja Krishna Chandra Gajapati Medical College Blood bank","19.312434","84.810241","National Highway 59; Berhampur; Ganjam","9861193566"
"1656","Odisha Red Cross Blood Bank, SDH, Bhanjanagar","19.93655984","84.57996368","Sub Divisional Hospital Bhanjanagar","9437424234"
"1657","Odisha Red Cross Blood Bank, Jagatsinghpur","20.251662","86.179783","District Head Quarters Hospital; Jagatsinghpur","9438411897"
"1658","Odisha Red Cross Blood Bank, Jajpur","20.849463","86.328963","District Head Quarters Hospital; Jajpur","9437238102"
"1659","Odisha Red Cross Blood Bank, CHC Jajpur road","20.948487","20.948487","CHC Jajpur Road",""
"1660","Odisha Red Cross Blood Bank, Jharsuguda","21.853817","84.017235","District Head Quarter Hospital; Near Hanuman Mandir; ","09438792936, 09439986899"
"1661","TRL Hospital, Belpahada","21.8138695","83.8530636","TRL Hospital; Belpahar; Jharsuguda; Odisha ","N/A"
"1662","Central Hospital (MCL), Brajaraj Nagar","21.8479363","83.9174688","Blood Bank; Central Hospital (MCL);Brajaraj Nagar; Jharsuguda","N/A"
"1663","District Head Quarters Hospital Blood Bank Bhawanipatna","19.901936","83.159977","Hospital Road; SH 44;","943,837,892,109,668,000,000"
"1664","Odisha Red Cross Blood Bank, SDH, Dharmagarh","19.869351","82.781124","Sub-Divisional Hospital; At/Po- Dharmagarh","9437328408"
"1665","Sardar Rajas Medical College Hospital Blood Bank","19.890621","83.014694","Blood Bank; Sardar Rajas MCH; Bhawaniptna","N/A"
"1666","Odisha Red Cross Blood Bank, SDH, Baliguda","20.200309","83.909889","Sub-Divisional Hospital; Near SBI; Balliguda",""
"1667","Odisha Red Cross Blood Bank, Kandhamal","20.485796","84.224718","District Head Quarter Hospital Phulbani; Kandhamal","09437646332, 09777332833"
"1668","District Head Quarters Hospital Blood Bank Kendrapara","20.502151","86.425929","District Head Quarters Hospital Blood Bank; Kendrapara","9439739510"
"1669","Odisha Red Cross Blood Bank, SDH, Anandapur","21.628282","85.596419","Sub Divisional Hospital; Anandapur; Ghasipura",""
"1670","Odisha Red Cross Blood Bank, SDH, Champua","21.6293658","85.5978164","Sub Divisional Hospital Champua; At/-SDH; Champua","9776983507"
"1671","Tisco Hospital Blood Bank, Kendujhar","22.018667","85.418371","Tisco Hospital; Joda; Kendujhar",""
"1672"," Odisha Red Cross Blood Bank, Kendujhar","21.628282","85.596419","District  Head Quarter Hospital;Kendujhar","943998775"
"1673","Central Hospital Blood Bank Joda","22.036011","85.434191","Blood Bank;Central  Hospital; Joda; Keonjhar","N/A"
"1674","Odisha Red Cross Blood Bank, Capital Hospital ","20.260999","85.82211","Capital Hospital; Udyan Marg; Unit-6; Ganga Nagar","9238342693"
"1675","Odisha Red Cross Blood Bank, Bhubaneshwar Municipal Hospital","20.230822","85.841899","OldTown; Samantarapur ","9861107152"
"1676","Kalinga Hospital Limited Blood Bank","20.313722","85.818325","Kalinga Hospital; Chandrasekharpur; Bhubaneswar","9437010331"
"1677","Apollo Hospital Blood Bank, Bhubaneswar","20.305593","85.831789","Plot No. 251; Old Sainik School Road; Bhubaneswar; Opposite to Vanibihar",""
"1678","Hi-Tech Medical College & Hospital Blood Bank","20.300484","85.877272","Pandra;Rasulgarh;Bhubaneshwar",""
"1679","Sum Hospital Blood Bank","20.283391","85.769625","K-8; Kalinga Nagar ",""
"1680","Kalinga Institute of Medical Sciences (KIMS) Blood Bank","20.353379","85.814853","NALCO Nagar; Chandrasekharpur",""
"1681","AMRI Hospital Blood Bank","20.260166","85.777769","Plot No. 1; Near Jayadev Vatika Park; Khandagiri; ",""
"1682","Odisha Red Cross Blood Bank, Khurda","20.0553881","84.9466673","District Head Quarter Hospital; CDMO Campus; At/Po/Dt-Khordha ","9437286660"
"1683","NALCO Hospital Blood Bank","18.760347","82.9011261","Sector 3; Damanjodi","N/A"
"1684","Red Cross Blood Bank, SDH, Koraputk","18.863146","82.572509","Sub Divisional Hospital; Sardar Patel Marg","9778545750"
"1685","Odisha Red Cross Blood Bank, Koraput","18.805606","82.705017","District Head Quarter Hospital; Janiguda","9938413345"
"1686","Asha Kiran Society Blood Bank","18.599153","82.601739","Lamtaput; Koraput","09438551844, 09438637409"
"1687","HAL Hospital Blood Bank","18.729641","82.8215279","Sunabeda; Koraput",""
"1688","Odisha Red Cross Blood Bank, Malkangiri","18.581971","82.075923","District Head quarters Hospita Malkangiri; ","9439523056"
"1689","Odisha Red Cross Blood Bank, Baripada","21.931231","86.727842","District Head Quarters Hospital Baripada; Mayurbhanj","9937745972"
"1690","Odisha red Cross Blood Bank, Karanjia, Mayurbhanj","21.764292","85.973327","Sub Divisional Hospital; Karanjia (Post); Mayurbhanj","9437570485"
"1691","Odisha Red Cross Blood Bank, SDH, Rairangpur","22.2692759","86.1564211","Sub-Divisional Hspital; Rairangpur ","9438083560"
"1692","Odisha Red Cross Blood Bank, SDH, Udala","21.576557","86.565098","Sub Divisional Hospital; Udala; Mayurbhanj","9438463520"
"1693","Odisha Red Cross Blood Bank, Nabarangpur","19.22886","82.56679","District Head Quarter Hospital; Miriganiguda","9437269986"
"1694","Christian Hospital Blood Bank Nabarangpur","19.2392509","82.547666","Christian Hospital; Nabarangpur; Mission Compound","9437095066"
"1695","Odisha Red Cross Blood Bank, Nayagarh ","20.128058","85.107413","District Head Quarter Hospital Nayagarh","9437189479"
"1696","Evangelical Hospital Blood Bank","20.3088467","82.7417943","Gadramunda; Khariar","09668429249, 09668648114"
"1697","Odisha Red Cross Blood Bank, Nuapada","20.808848","82.534107","District Headquarter Hospital; Nuapada","9437292867"
"1698","Aharya Harihar Red Cross Blood Bank","19.814381","85.829648","District Head Quarters Hospital; Grand Road ","9861067545"
"1699","Christian Hospital Blood Bank","19.516658","83.506689","Bissam Cuttack; Rayagada","9439758855"
"1700","Odisha Red Cross Blood bank, SDH, Gunupur","19.071552","83.809261","sub- Divisional Hospital Gunupur; SDH Campus","8596985766"
"1701","District Head Quarters Hospital Blood Bank Rayagada","0","0","District Head Quarters Hospital; Rayagada","9437234642"
"1702","Jesus Mary Hospital Blood Bank","21.497281","83.969962","Barapali; Sambalpur","N/A"
"1703","Odisha Red Cross Blood Bank, SDH, Kuchinda ","21.745975","84.350757","Sub Divisional Hospital Kuchinda; Sambalpur","9668062862"
"1704","Odisha Red Cross Blood Bank Sambalpur","21.473765","83.974011","District Head Quarter Hospital; Pani Tanki Road; Modipada (Post); Sambalpur","9437352858"
"1705","Odisha Red Cross Blood Bank, SDH, Rairakhol","0","0","Sub Divisional Hospital Rairakhol; Sambalpur",""
"1706","VSS Medical College and Hospital Blood Bank","21.501094","83.884655"," VSS Medical College Hospital; Burla Opposite to PG Hospital; VSS; MC Burla","9439536922"
